"A" "M_cont" "M_bin" "M_cat" "contY_binMcontM_noint" "contY_catMbinM_noint" "contY_catMcontM_noint" "binY_binMcontM_noint" "binY_catMbinM_noint" "binY_catMcontM_noint" "countY_binMcontM_noint" "countY_catMbinM_noint" "countY_catMcontM_noint" "C"
"209" 0 0.401615555695456 1 1 -2.65713777658394 -1.52919036717999 -2.78847848864343 0 0 0 2 2 6 2.64518142829588
"210" 0 -0.160925680648729 1 2 -3.86243710559093 -2.23622818758869 -3.72471877700017 0 0 0 6 2 6 0.711409185102087
"211" 0 -0.253731502247909 1 2 -4.19650121639253 -1.75733843503935 -3.83687704198547 0 0 0 5 2 2 0.444523540747737
"212" 1 0.276696396651892 0 2 -3.65924410792889 -2.98457879902696 -2.21056575640699 0 0 1 4 1 1 1.02696453919491
"213" 0 -0.523839990317265 0 2 -6.0326068878649 -3.73214517819023 -4.72618818678125 0 0 1 10 2 2 -0.27405809671927
"214" 0 -0.0263090459041016 0 2 -4.80414336865046 -3.56763415550535 -3.17401852006272 0 0 0 9 4 3 1.09939488500229
"215" 0 0.371485106651723 0 0 -3.98956275613194 -4.29424941227802 -4.33710287214352 0 0 0 3 5 3 2.39639987699945
"216" 1 0.696070023955781 0 1 -2.90466791141575 -1.92959926168328 -1.46851118253443 0 0 0 4 4 2 1.69395258971273
"217" 1 0.42854497823014 0 2 -3.07121729450826 -2.69474188696221 -1.78384624776113 0 0 0 4 5 1 1.32042167868576
"218" 1 0.589958023490127 1 1 -1.70707604528262 -0.972696462593905 -1.79701862846324 0 0 0 0 0 1 1.64772956123791
"219" 0 -0.367789047220244 0 1 -5.91157885173353 -2.75291356130219 -4.54221695447474 1 0 0 3 2 5 -1.09471790123815
"220" 0 -0.0205705665039805 1 2 -3.72786574760074 -2.129658911799 -3.60213218924746 0 0 0 4 2 2 0.830136585600955
"221" 0 0.136575847566454 1 0 -3.70066174405548 -3.46771417514055 -4.65360154707135 0 0 0 4 2 7 1.80898536603121
"222" 0 0.0918776683530561 1 2 -3.17200492185764 -2.25697235680657 -2.96691136405548 0 0 0 4 1 3 1.61242750229252
"223" 1 0.117783185321233 1 1 -2.8881323681666 -0.683292138949542 -3.02086166934402 0 0 0 3 1 2 0.573151298106169
"224" 1 0.69642362748203 1 0 -1.3655340140091 -2.74668874440727 -2.55387204302293 1 0 0 3 2 1 1.81614984225903
"225" 0 -0.270275668824125 0 1 -5.76914521300854 -3.36864923515536 -4.4575994146573 0 0 0 5 6 7 0.0137785458735487
"226" 1 0.458780418471111 0 1 -3.32348032703248 -2.35590770985995 -2.20354476429979 0 0 1 1 4 0 0.955583526796005
"227" 0 0.289901352417469 1 1 -3.12986646810709 -1.45994904651969 -2.76601833276812 0 0 0 2 1 5 2.35691292698987
"228" 0 -0.0597513791352387 0 0 -5.35102664875028 -4.9700064708539 -5.25888394793033 0 0 0 7 4 2 0.326444579711226
"229" 0 0.251567659363961 1 0 -2.95456180840498 -3.235543990838 -4.61930594089095 0 0 0 4 1 8 1.82742535442654
"230" 0 0.162281699489444 1 1 -3.08788462960175 -1.36757607760311 -3.26954697247826 0 0 0 2 1 8 2.22784794287179
"231" 0 0.0327863300580098 0 0 -4.75940222529166 -4.77591402279043 -4.4795538315394 0 0 0 5 11 4 1.09312542930173
"232" 0 -0.0846229636577965 0 0 -4.96276548586612 -4.87313707160249 -5.13527592324104 0 0 0 7 4 2 0.528416233884231
"233" 1 0.238077106919781 0 2 -3.43241457845848 -3.04327890257727 -2.40517729564671 0 0 1 3 1 2 0.368779225526435
"234" 1 0.399474622054194 1 1 -2.22811642808806 -0.697213530656639 -2.13762198288476 0 1 0 6 2 3 -0.233507999155
"235" 0 -0.186682560977227 1 1 -3.7861939446299 -2.028551720906 -4.2590077112344 0 1 0 7 1 4 0.896384798359862
"236" 0 -0.205590075665847 1 2 -4.24739516556919 -2.28436501198016 -4.01735854177242 0 0 0 3 0 2 0.472788810396778
"237" 0 0.172431227699025 0 1 -4.23276557005266 -3.10193794647193 -3.16449990772047 0 0 0 6 3 1 1.97808106567756
"238" 1 0.630637522765447 1 1 -1.53003265549882 -0.619054416598439 -1.83611447840925 1 1 0 0 1 1 1.70307553405176
"239" 1 0.457718784405851 0 2 -3.25439232416039 -3.2368263852089 -1.67403878450185 0 0 1 4 4 2 0.624152311516296
"240" 1 0.330804178912424 1 1 -2.33098377764344 -0.570173010939329 -2.56383634101477 1 1 0 1 0 0 0.600528634622487
"241" 0 -0.180742121065285 0 0 -5.13127090296141 -5.02842645101183 -4.98867496978771 0 0 0 4 4 7 1.06634714747501
"242" 1 0.744105417697396 1 2 -1.47743334438366 -1.20557867718186 -0.911200368878136 0 0 0 1 1 2 2.06787709825503
"243" 1 0.445961877046415 0 1 -3.21710228602393 -2.70441762905571 -1.96768427888765 0 0 0 2 2 5 0.886441626774939
"244" 1 0.686437366475027 1 0 -1.55579365571612 -2.24929946820038 -3.0189923874914 0 0 0 1 1 3 2.02425010628011
"245" 0 -0.135967482253999 0 0 -5.53907544249386 -5.04431220146408 -5.07484411199428 0 0 0 6 1 4 0.616135779082554
"246" 1 0.552311642178861 0 2 -2.84862867095888 -2.89483874379673 -1.32064534985158 0 0 0 0 4 0 1.84999582579974
"247" 1 0.396808652427244 0 2 -3.61029204523062 -2.89238601719425 -1.97179569321186 0 0 1 4 3 3 0.631687875847089
"248" 0 0.377263707833285 0 2 -3.9740392050423 -3.77321766969213 -2.64984708082906 0 0 0 4 3 1 2.62007008838326
"249" 0 -0.119962883599957 0 1 -5.26111496382633 -2.66383250744215 -3.96899964176772 0 0 0 6 2 7 0.0488095857825391
"250" 0 -0.502848863057056 0 0 -5.88977967667933 -5.39315812903019 -5.65276603841064 0 0 0 4 3 4 -0.30573169130498
"251" 0 -0.135539119981034 1 0 -3.87392483851286 -3.34893386595103 -5.18122079995305 0 0 0 2 4 1 0.825648583154015
"252" 1 0.319575779360401 1 0 -2.34250246257789 -2.50822727202982 -4.0821510913069 1 0 0 2 1 2 0.57350481851672
"253" 0 -0.118058227282698 1 1 -4.07943548205627 -2.00429117199985 -3.84206582439985 0 0 0 6 4 4 0.554546338676692
"254" 0 -0.0790365293834621 0 2 -4.45998801548645 -3.78069764312212 -3.29382838050027 0 0 0 5 1 5 0.51935785220612
"255" 1 0.870012640043392 0 1 -2.36209864517814 -1.91472724284302 -1.40187059309432 0 0 1 1 3 0 2.45002664772972
"256" 1 0.658063164347353 1 2 -1.82411037632501 -1.415536558607 -1.28946035248711 0 0 0 2 0 1 2.02832366490533
"257" 0 -0.190532637491071 1 0 -3.86065527743117 -3.65419459543419 -5.88252962957176 0 0 0 6 4 6 0.280342544696934
"258" 0 -0.154679139592262 0 0 -5.23166693088312 -4.63283859471794 -5.25409857639936 0 0 0 3 1 5 0.792216053634948
"259" 1 0.647746284374293 1 1 -1.69392719691727 -0.719870382507996 -1.37855357272123 0 1 0 1 0 2 2.20613411357489
"260" 1 0.400021001487517 1 2 -1.93758146831937 -1.61553865712065 -1.75838337842472 0 0 1 0 2 2 0.502571421660598
"261" 0 -0.257357411410163 0 2 -5.36342464327097 -3.8482869081679 -4.00437795000661 0 0 0 6 7 4 0.323053991531955
"262" 1 0.837757306627716 1 0 -1.45192536094836 -2.21372835384288 -2.31916542389893 0 0 0 0 2 6 2.59266100078539
"263" 0 0.172179891853204 1 2 -3.17432842156029 -1.86768944026024 -2.91429243634298 0 1 0 4 1 2 1.79596379111947
"264" 1 0.625755108816551 1 0 -1.89156437603443 -2.45827353079801 -2.70553466305323 0 0 0 1 3 0 1.6253379807417
"265" 1 0.475985493412251 1 2 -1.96134262607126 -1.35273485799188 -1.82659430178756 0 0 1 3 1 1 1.19626323301051
"266" 1 0.469758452359699 0 0 -3.38138341688924 -4.12541033702711 -3.47520132558774 0 0 0 5 5 2 0.984366250485289
"267" 0 -0.71808457397092 0 0 -6.4870405709781 -5.21967369566104 -6.72958714056907 0 0 0 9 8 5 -1.72807441744438
"268" 0 0.368747848015074 0 1 -3.8452028141581 -3.18275517904866 -2.91509180654759 0 0 0 4 4 4 2.88708236660915
"269" 1 0.354955388764449 1 0 -2.47676401141985 -2.4914847547131 -3.37789133598961 0 0 1 2 5 2 0.184421928006377
"270" 1 0.479987208189591 1 1 -2.34208203759027 -0.930355653243562 -2.30698856601474 0 0 0 2 0 4 0.99964581523098
"271" 1 0.202691774009763 0 0 -3.62047804859384 -4.2091488725701 -3.81378110826419 0 0 0 2 4 7 0.191183000984583
"272" 1 0.324400177368113 1 1 -2.44279417735297 -0.546035174067506 -2.29474858249736 0 0 0 1 2 4 0.687975142698486
"273" 0 0.273966625640163 0 2 -4.54684269029419 -3.85614865808864 -2.55588990224383 0 0 0 4 1 3 1.932887322975
"274" 0 -0.158884720937063 0 2 -4.98212560975311 -3.55636914464144 -3.35633393579963 0 0 0 11 5 6 1.05430637065262
"275" 1 0.534754706927982 0 1 -3.32206898364914 -2.68915167612654 -2.01189841333664 0 0 0 7 1 3 1.08637563903736
"276" 1 0.260510992684343 0 2 -3.61061482892392 -2.97532298875572 -1.92645360888424 0 0 0 5 2 3 0.393647310012911
"277" 0 -0.12818575745178 1 0 -4.0263857625082 -3.22235222357698 -5.02476063605521 0 0 0 2 4 1 0.996866400147081
"278" 0 0.341669263367688 1 1 -2.29220215691329 -1.21926655944017 -3.40195792739609 0 0 0 5 3 2 3.23348488060202
"279" 1 0.505159827398977 0 1 -3.24147929503579 -2.25092675258382 -2.18548363166591 0 0 0 2 1 2 0.276599120998666
"280" 0 0.162301743966537 1 2 -3.28604049413751 -2.53476527533561 -2.75913607164715 0 0 0 5 1 3 1.63040383465431
"281" 0 0.096408715201335 0 2 -4.41324692316388 -3.72989871795414 -3.11603051913667 0 0 0 8 2 4 1.46795962206532
"282" 0 -0.103640274788026 1 1 -3.72835391212914 -1.73636022553452 -4.09281141627736 0 0 0 5 1 4 0.844600834441462
"283" 0 -0.0625892824385094 0 2 -4.89502218752229 -3.4769106502468 -3.76307302148856 0 0 0 6 2 3 1.49343200253622
"284" 0 0.0330202721042011 1 2 -3.22749139533013 -2.48491777786488 -3.13116468169393 0 0 0 6 1 5 1.43562815546461
"285" 0 0.205613432401304 0 0 -4.50890601650855 -4.77479968986622 -4.92044477449811 0 0 0 6 3 2 2.31581816172549
"286" 1 0.499561644243756 1 2 -1.73312752898497 -1.17354493560446 -1.48207791018862 0 1 0 3 2 1 0.788875041810468
"287" 1 0.602525692617603 0 0 -3.00852468821208 -4.07788591700732 -2.78961139139794 0 0 0 2 1 3 2.0165250723124
"288" 1 0.399550955249193 1 2 -2.43005903958337 -1.66787698537397 -1.79765482743088 0 0 0 4 0 2 0.42420444198189
"289" 0 -0.0172177905975042 0 2 -5.52676928247757 -3.59442189047032 -2.99894605690015 0 0 0 2 6 3 1.03641382113624
"290" 0 0.0136520598618349 0 2 -4.63159723335987 -3.7016708936259 -3.42882122451008 0 0 0 7 3 6 2.12720149692645
"291" 0 -0.327585607111288 0 0 -5.16666241882247 -5.07256080304024 -5.29708925859697 0 0 0 4 4 5 1.32879567996135
"292" 1 0.863524607347635 0 2 -2.87181565531836 -2.46333119203994 -1.28087756958225 1 0 0 0 5 0 2.18637332869758
"293" 0 -0.117802513938484 0 0 -5.15957818479896 -4.62082151405932 -5.05508166188081 0 0 0 2 3 4 1.83715035011768
"294" 1 0.940133965504237 0 1 -1.92199904765884 -2.05765546323449 -1.07645142391515 0 0 0 0 3 0 3.36187038226755
"295" 0 0.150153140960296 0 2 -4.58056751576759 -4.01668207703557 -3.16516389972612 0 0 0 8 7 7 1.46659725689667
"296" 0 0.127146564781119 0 0 -4.95946072623424 -4.61694411815928 -4.49141600617983 0 0 0 9 6 5 1.17903169571627
"297" 1 0.547780362702405 0 1 -3.12141486659163 -2.63940900612031 -2.34650996787584 0 0 1 3 0 2 1.30672390283392
"298" 1 0.61136251063761 1 2 -1.73164589446172 -1.3851122876089 -1.69599357297368 0 0 0 1 2 1 1.55216989619665
"299" 0 -0.215592865302784 0 1 -5.47475912802622 -3.15413516061997 -4.18494071795603 0 0 0 3 0 3 -0.308499913404711
"300" 0 -0.128004060663524 0 2 -5.22794436862182 -4.0022192476213 -3.74455966712178 0 0 0 9 2 2 0.456721015196003
"301" 1 0.57863514970528 1 2 -1.83305043998399 -1.51623442876998 -1.77910081772455 0 0 0 2 0 3 1.24749794468953
"302" 1 0.526206846381511 1 1 -1.72027604666894 -0.685994034703896 -1.81836817569275 0 0 0 3 0 1 1.78608529007696
"303" 1 0.337505177140477 0 1 -3.39300394655265 -2.60446354458964 -2.17447121105179 0 0 0 5 4 3 1.47400894643042
"304" 1 0.0842572383306173 1 0 -2.9319643665129 -2.93331930349203 -4.13902760209154 0 0 0 6 7 2 -0.467023308425333
"305" 0 -0.0747427344637027 1 1 -3.43514214681912 -1.60638658261534 -3.97448404082386 0 1 0 4 2 1 1.24057794185515
"306" 1 0.403528888529598 0 0 -3.46595713064639 -4.11797427649568 -3.65808104989765 0 0 0 2 2 5 0.0358264238491656
"307" 0 0.244945681409958 0 1 -4.61791695803321 -2.90648793586516 -3.26491954792714 0 0 0 3 0 4 2.39733666453224
"308" 1 0.521012609315853 1 0 -1.71915167181625 -2.54454798098989 -3.28817771544846 0 0 0 3 3 3 0.589002954759794
"309" 0 0.307035997289964 1 2 -3.13633345872965 -1.99421245950906 -2.6636803606553 0 1 0 0 2 2 3.41298472227252
"310" 1 0.361665719635748 1 2 -2.28011533094829 -1.14936011735558 -1.97234231044934 1 0 0 1 1 0 0.451242223974663
"311" 0 -0.021563303317755 1 1 -3.26561246930612 -1.12650733582282 -3.94421460284883 0 1 0 4 3 2 1.42090611396276
"312" 1 0.416402912891068 1 2 -1.87987809938252 -1.48239910660224 -2.49436040613034 0 1 0 2 1 0 0.511073784550883
"313" 0 0.129543855411818 0 1 -4.01416895924862 -2.97275831296244 -3.40071450683077 0 0 0 0 1 9 2.55118869300141
"314" 0 -0.207695309131605 0 1 -5.49038123764638 -3.16149268420269 -4.16427277549663 0 0 0 8 1 5 0.149315893308724
"315" 0 -0.397211961989207 1 2 -4.69746939239135 -1.75088849574092 -4.49409714181976 0 0 0 7 1 1 -0.892182021651233
"316" 1 0.14805651997163 0 2 -4.24787575887644 -3.05058737180966 -2.71503870830834 0 0 0 1 2 2 -0.0805325548179621
"317" 1 0.197411358035273 0 1 -3.83014580270664 -2.20777907298672 -2.88001451439696 0 0 0 1 2 2 0.359150053746579
"318" 1 0.436953333833061 1 0 -2.00968947457563 -2.85251562708682 -3.17181429571237 0 0 0 2 1 3 0.785379824666116
"319" 0 0.335803974316646 1 2 -2.85121311796663 -1.87586175705898 -2.34538676253454 0 0 0 3 1 3 2.74666886820458
"320" 1 0.611524327579228 1 1 -1.36915844393333 -0.497987122008485 -1.6802111921369 0 0 1 1 1 3 2.39617796382504
"321" 0 0.00456061416624562 0 0 -4.99926852061129 -4.69835608724027 -5.0023295458183 0 0 0 4 5 6 0.466171010103367
"322" 0 -0.199998607522842 0 2 -5.55494795981612 -3.94742540970367 -3.75891728147376 0 0 0 5 3 6 0.508510614858322
"323" 0 0.273890768581021 0 0 -4.461232009885 -4.89550414907434 -4.48101460884029 0 0 0 2 8 4 1.62271183842376
"324" 1 0.371810976320503 1 0 -2.2259401780301 -2.73844963998095 -3.21632911665106 1 0 0 3 3 3 0.627843000428624
"325" 0 0.0533888801683712 1 1 -3.63060765247312 -1.49848446435752 -3.38615279729689 0 0 0 0 1 4 1.84272502844665
"326" 1 0.289727263674906 0 1 -3.44938925920838 -2.31354705559768 -3.1208195774634 0 0 0 5 6 2 0.275367341936002
"327" 1 -0.0791633761364176 1 0 -3.11199182439369 -2.95136754980657 -4.2719811871394 0 0 0 5 2 5 -0.563983610574581
"328" 0 0.0787007902286889 0 0 -4.58046458167548 -4.87126738855716 -4.60270712820564 1 0 0 4 2 1 0.860081698995964
"329" 0 0.0431023408462689 1 1 -3.19806186450274 -1.5928023131119 -3.66817646305848 0 0 0 3 2 3 1.29704059362829
"330" 1 0.414441847725328 0 1 -3.33776078990991 -2.5242266414781 -2.38397063252076 0 0 0 5 3 5 0.226198813293544
"331" 0 -0.242268210960306 0 0 -5.45050376824083 -5.02560770205984 -5.49080738716046 0 0 0 5 4 5 -0.128201379671748
"332" 0 -0.0881381313004436 1 0 -3.76775414567594 -3.24117032852967 -4.80423022898266 0 0 0 6 1 6 1.03522578352619
"333" 0 -0.0678943819013416 1 1 -4.13541402280721 -1.56697661145676 -4.12664297801028 0 0 0 4 0 4 0.839507113132749
"334" 0 -0.257714584926923 0 0 -5.1579993901142 -4.8507144097885 -5.66628289815145 0 0 0 8 6 4 0.435825181382865
"335" 0 -0.111789481028925 0 2 -4.81894316989158 -3.52529165582916 -4.06268465541117 0 0 0 6 7 3 1.28930673527028
"336" 0 -0.173041487702704 1 2 -4.08827758857116 -2.57714424438416 -3.81455516136919 0 0 0 7 0 2 1.03057173215126
"337" 0 0.308810065560568 0 1 -4.256592832947 -3.02114858627293 -2.9284857513283 0 0 0 4 2 1 1.75765194201423
"338" 0 -0.0113296693152533 0 2 -4.82187824798097 -3.5012040684367 -3.10808793696377 0 0 0 4 7 8 0.674232675628202
"339" 1 0.375418869953542 1 2 -2.3077495348426 -1.57152024767402 -1.97493561476421 0 0 0 2 2 3 0.379391392771262
"340" 1 0.519266785782787 1 1 -1.89891854722086 -0.945266092747676 -1.90450217026697 0 0 0 2 1 1 1.13914582090847
"341" 1 0.683698894688021 1 1 -1.72162293367631 -0.818453944852958 -1.67702259048148 0 1 0 1 3 3 1.26809163862755
"342" 0 -0.058234930030718 0 2 -5.11111007084934 -3.56066382245196 -3.78176363613328 0 0 0 2 7 1 1.11701464013747
"343" 0 0.197347834667365 1 0 -3.22620617281721 -3.46184767311043 -4.35949190443241 0 0 0 1 3 4 1.81221056672998
"344" 0 0.0187786682651838 1 0 -3.73915425284116 -3.15029781074316 -4.64746857410061 0 0 0 3 2 6 1.67420970310601
"345" 0 0.280184955976558 1 0 -2.86240433622863 -3.09042264931705 -4.30561531598816 0 0 0 2 2 4 2.56197719743536
"346" 0 -0.220872392648227 0 1 -5.2071716013274 -3.19556044553157 -3.89396776995696 0 0 0 6 4 4 0.324310802743095
"347" 1 0.268025117564275 1 2 -2.09456138472018 -1.52054511174185 -1.99039903602518 0 0 0 1 0 4 0.950780554375879
"348" 1 0.422150608861261 1 1 -2.1161097693244 -0.795551202519531 -2.41544547010269 0 0 0 0 2 3 0.579953655901881
"349" 0 -0.164655329305013 0 0 -4.89355124767222 -4.90483060158036 -5.21451406914516 0 0 0 5 4 9 0.535638119077441
"350" 1 0.313169636343162 0 1 -3.18500075595471 -2.30976507426372 -2.13501170821884 0 0 0 2 2 4 0.446888953502017
"351" 0 0.330846561764954 1 2 -2.96857123648122 -2.09502245955275 -2.49349647295542 0 0 0 2 0 3 2.02816362512932
"352" 0 -0.287126089912091 1 1 -4.59210390576996 -1.82228538057515 -4.36107834747678 0 0 0 0 1 2 0.505222921027107
"353" 1 0.223724520831991 1 1 -2.83612244533787 -0.846271916101853 -2.46562472164305 1 0 0 5 1 2 -0.14716456681091
"354" 0 0.384279950642902 0 2 -4.21300724933419 -3.23003406764608 -2.82721234108106 0 1 0 4 0 4 2.23206625449123
"355" 0 0.0294662912708709 1 2 -3.89432607490865 -1.92724533296783 -3.19906754560673 0 1 0 4 1 1 1.62700927314755
"356" 0 0.111869055440374 1 0 -3.74915371228748 -3.37954705278107 -4.57603610732651 0 0 0 4 3 6 1.20976708954319
"357" 1 0.294376798982807 1 1 -2.42094704032905 -1.2385339007108 -1.88219702255382 0 0 0 3 1 1 0.376663744751843
"358" 0 -0.139710402200517 0 2 -5.46516338128995 -3.96099524157926 -3.70682023013139 0 0 0 4 3 6 1.36751220255677
"359" 1 0.455127243168182 1 1 -2.48266228757009 -0.99170962485302 -2.24424662398946 0 1 0 3 0 6 0.251975767125664
"360" 0 -0.0470999654284564 0 0 -5.24472112720878 -4.87597681450474 -4.54441469186363 0 0 0 3 5 5 1.16522878548651
"361" 0 0.124519979182557 1 0 -3.18332008340982 -3.05188539872815 -4.27962443233357 1 0 0 3 3 2 1.54537371095734
"362" 0 0.324295019851348 1 1 -2.93251706487094 -1.4736913034796 -3.08819393655824 0 0 0 3 2 1 2.44001309617687
"363" 1 0.435734978651992 0 2 -3.1517634876514 -2.87563682367386 -1.84833655957069 0 0 0 2 1 2 0.997013869146979
"364" 0 -0.572766062134316 1 1 -4.93901373102541 -1.83619989185582 -4.58675718084865 0 0 0 5 2 4 -1.66022476756845
"365" 0 -0.0773497808142048 0 0 -5.02374300224648 -4.91027238655717 -4.89345923229443 0 0 0 3 5 4 1.26181182037682
"366" 1 0.339297203599332 1 2 -2.31939995725262 -1.75740250253772 -2.06644882943579 0 0 0 6 1 1 0.35644406840496
"367" 0 -0.0831783132138685 1 2 -3.7117165110813 -2.30868201321111 -3.5627525080338 0 0 0 6 1 3 0.90005222147105
"368" 0 0.114908883528049 0 0 -4.89062366838054 -4.651910774193 -4.66223388883901 0 0 0 2 3 4 1.49972679748806
"369" 1 0.543256295198381 1 1 -1.88593510930837 -0.992802859998219 -2.2196431452399 0 0 0 2 1 3 0.948170484993482
"370" 1 0.241532311261653 1 2 -2.58613105834656 -1.5059135205194 -2.16122592690187 0 0 0 3 0 1 0.969164890104678
"371" 1 0.72895344782037 1 1 -1.47145668741876 -0.757096540897931 -1.26170747610606 0 0 0 0 0 1 2.2382421081824
"372" 0 -0.0484574181276382 0 0 -4.93014063371509 -4.66422256477371 -4.85739666744545 0 0 0 4 7 8 0.853548847714183
"373" 0 0.0671363472353136 0 1 -4.88285534400796 -3.08081371696448 -3.30261432177142 0 1 0 3 3 6 1.71549008386221
"374" 0 0.184381010945364 1 1 -3.29277269902371 -1.42074182828482 -3.35054623645588 0 0 0 3 1 1 1.98454353470635
"375" 0 -0.0157224475795415 0 2 -5.10805275237701 -3.66758948259189 -3.61215856768594 0 0 0 5 2 2 0.918748908316016
"376" 0 -0.141726627600227 0 2 -5.26717000325089 -3.89974082353062 -3.88560233166622 0 0 0 4 2 3 0.672999621947986
"377" 0 -0.28613780457526 0 1 -5.20992221972564 -3.44997349546796 -4.52385263631377 0 0 0 3 1 5 -0.213885900875173
"378" 0 -0.328925236318125 1 2 -4.34935864866207 -2.53552587050857 -4.06013420444049 0 0 0 10 2 1 0.322979494323735
"379" 0 0.273749466995062 1 2 -3.15413248400587 -1.85981141571108 -2.5801585001533 0 0 0 6 5 2 2.29305020292639
"380" 1 0.267353348884253 0 0 -3.37374815574019 -4.22816445865265 -3.68037263716631 0 0 0 4 6 6 0.700704019078539
"381" 0 -0.0411420567662789 0 1 -5.28925427387922 -3.46162885538982 -3.70499336736117 0 0 0 6 4 6 -0.0676780492192302
"382" 0 -0.175941448475554 0 1 -5.01565791467564 -3.09021958881285 -4.20373552035286 0 0 0 4 3 2 0.822201095268268
"383" 0 -0.394035174666196 0 0 -6.15170248101727 -5.09840171750608 -5.75698783013185 0 0 0 7 5 6 -1.03252874848591
"384" 0 0.165808866600478 1 1 -3.36206613793414 -1.72130162706687 -3.3990008707565 0 1 0 4 0 2 1.77225210414994
"385" 1 0.223931779914631 1 2 -2.59926959772806 -1.21252417028599 -2.61902339470912 0 0 0 1 3 3 -0.181366644963768
"386" 0 -0.353469616874671 0 0 -5.50956393384752 -4.94714487177962 -5.44242519165729 0 0 0 5 9 2 0.587894836635798
"387" 0 -0.0756356901225037 0 0 -5.24038772102281 -4.91337775412646 -5.04494031285915 0 0 0 4 4 8 1.13803131901791
"388" 0 -0.124037997901295 1 0 -3.89210331941971 -3.14440097064641 -5.39115242001098 0 0 0 4 4 4 1.18862810204161
"389" 1 0.215550016602342 0 2 -3.79403218499167 -3.14238796058717 -2.44988661482072 0 0 0 3 5 3 0.567337199048026
"390" 1 0.160108993369987 0 1 -3.99386528211876 -2.27259545169874 -2.57245870805923 0 0 0 3 3 5 -0.344160853328407
"391" 0 0.260186990418115 1 0 -3.11417408968291 -3.29016912273403 -4.09985494347375 0 0 0 1 5 5 1.9586117016324
"392" 0 -0.211828562034212 0 0 -5.49321172397186 -4.82101093481316 -4.99167427651263 0 0 0 5 7 10 0.252875580752961
"393" 1 0.327659170896255 1 1 -2.13300902489229 -1.11556727907398 -2.70944844407857 0 0 0 1 0 3 0.73627650069521
"394" 0 -0.0662078108275326 1 2 -3.63457066054546 -2.47446896011784 -3.51953310270025 0 0 0 0 3 3 1.15329725338928
"395" 0 -0.184476762679203 1 0 -4.16103318307045 -3.57628422019162 -5.00165756991617 0 0 0 5 1 3 0.475474323989915
